datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/6/2010 9:00:00 AM,1/6/2010 4:00:00 AM,SERC,SOUTH,DOM,DOM,13104.000,True
1/6/2010 10:00:00 AM,1/6/2010 5:00:00 AM,SERC,SOUTH,DOM,DOM,14069.000,True
1/6/2010 11:00:00 AM,1/6/2010 6:00:00 AM,SERC,SOUTH,DOM,DOM,15504.000,True
1/6/2010 12:00:00 PM,1/6/2010 7:00:00 AM,SERC,SOUTH,DOM,DOM,15931.000,True
1/6/2010 1:00:00 PM,1/6/2010 8:00:00 AM,SERC,SOUTH,DOM,DOM,15453.000,True
1/6/2010 2:00:00 PM,1/6/2010 9:00:00 AM,SERC,SOUTH,DOM,DOM,14693.000,True
1/6/2010 3:00:00 PM,1/6/2010 10:00:00 AM,SERC,SOUTH,DOM,DOM,14120.000,True
1/6/2010 4:00:00 PM,1/6/2010 11:00:00 AM,SERC,SOUTH,DOM,DOM,13580.000,True
1/6/2010 5:00:00 PM,1/6/2010 12:00:00 PM,SERC,SOUTH,DOM,DOM,13104.000,True
1/6/2010 6:00:00 PM,1/6/2010 1:00:00 PM,SERC,SOUTH,DOM,DOM,12813.000,True
1/6/2010 7:00:00 PM,1/6/2010 2:00:00 PM,SERC,SOUTH,DOM,DOM,12529.000,True
1/6/2010 8:00:00 PM,1/6/2010 3:00:00 PM,SERC,SOUTH,DOM,DOM,12524.000,True
1/6/2010 9:00:00 PM,1/6/2010 4:00:00 PM,SERC,SOUTH,DOM,DOM,13002.000,True
1/6/2010 10:00:00 PM,1/6/2010 5:00:00 PM,SERC,SOUTH,DOM,DOM,14405.000,True
1/6/2010 11:00:00 PM,1/6/2010 6:00:00 PM,SERC,SOUTH,DOM,DOM,14855.000,True
1/7/2010 12:00:00 AM,1/6/2010 7:00:00 PM,SERC,SOUTH,DOM,DOM,14795.000,True
1/7/2010 1:00:00 AM,1/6/2010 8:00:00 PM,SERC,SOUTH,DOM,DOM,14717.000,True
1/7/2010 2:00:00 AM,1/6/2010 9:00:00 PM,SERC,SOUTH,DOM,DOM,14154.000,True
1/7/2010 3:00:00 AM,1/6/2010 10:00:00 PM,SERC,SOUTH,DOM,DOM,13380.000,True
1/7/2010 4:00:00 AM,1/6/2010 11:00:00 PM,SERC,SOUTH,DOM,DOM,12632.000,True
1/7/2010 5:00:00 AM,1/7/2010 12:00:00 AM,SERC,SOUTH,DOM,DOM,12249.000,True
1/7/2010 6:00:00 AM,1/7/2010 1:00:00 AM,SERC,SOUTH,DOM,DOM,12204.000,True
1/7/2010 7:00:00 AM,1/7/2010 2:00:00 AM,SERC,SOUTH,DOM,DOM,12287.000,True
1/7/2010 8:00:00 AM,1/7/2010 3:00:00 AM,SERC,SOUTH,DOM,DOM,12479.000,True
1/7/2010 9:00:00 AM,1/7/2010 4:00:00 AM,SERC,SOUTH,DOM,DOM,12926.000,True
1/7/2010 10:00:00 AM,1/7/2010 5:00:00 AM,SERC,SOUTH,DOM,DOM,14000.000,True
1/7/2010 11:00:00 AM,1/7/2010 6:00:00 AM,SERC,SOUTH,DOM,DOM,15473.000,True
1/7/2010 12:00:00 PM,1/7/2010 7:00:00 AM,SERC,SOUTH,DOM,DOM,16020.000,True
1/7/2010 1:00:00 PM,1/7/2010 8:00:00 AM,SERC,SOUTH,DOM,DOM,15407.000,True
1/7/2010 2:00:00 PM,1/7/2010 9:00:00 AM,SERC,SOUTH,DOM,DOM,14488.000,True
1/7/2010 3:00:00 PM,1/7/2010 10:00:00 AM,SERC,SOUTH,DOM,DOM,13802.000,True
1/7/2010 4:00:00 PM,1/7/2010 11:00:00 AM,SERC,SOUTH,DOM,DOM,13135.000,True
1/7/2010 5:00:00 PM,1/7/2010 12:00:00 PM,SERC,SOUTH,DOM,DOM,12672.000,True
1/7/2010 6:00:00 PM,1/7/2010 1:00:00 PM,SERC,SOUTH,DOM,DOM,12333.000,True
1/7/2010 7:00:00 PM,1/7/2010 2:00:00 PM,SERC,SOUTH,DOM,DOM,12100.000,True
1/7/2010 8:00:00 PM,1/7/2010 3:00:00 PM,SERC,SOUTH,DOM,DOM,12061.000,True
1/7/2010 9:00:00 PM,1/7/2010 4:00:00 PM,SERC,SOUTH,DOM,DOM,12680.000,True
1/7/2010 10:00:00 PM,1/7/2010 5:00:00 PM,SERC,SOUTH,DOM,DOM,14053.000,True
1/7/2010 11:00:00 PM,1/7/2010 6:00:00 PM,SERC,SOUTH,DOM,DOM,14517.000,True
1/8/2010 12:00:00 AM,1/7/2010 7:00:00 PM,SERC,SOUTH,DOM,DOM,14509.000,True
1/8/2010 1:00:00 AM,1/7/2010 8:00:00 PM,SERC,SOUTH,DOM,DOM,14177.000,True
1/8/2010 2:00:00 AM,1/7/2010 9:00:00 PM,SERC,SOUTH,DOM,DOM,13506.000,True
1/8/2010 3:00:00 AM,1/7/2010 10:00:00 PM,SERC,SOUTH,DOM,DOM,12613.000,True
1/8/2010 4:00:00 AM,1/7/2010 11:00:00 PM,SERC,SOUTH,DOM,DOM,11903.000,True
1/8/2010 5:00:00 AM,1/8/2010 12:00:00 AM,SERC,SOUTH,DOM,DOM,11450.000,True
1/8/2010 6:00:00 AM,1/8/2010 1:00:00 AM,SERC,SOUTH,DOM,DOM,11201.000,True
1/8/2010 7:00:00 AM,1/8/2010 2:00:00 AM,SERC,SOUTH,DOM,DOM,11167.000,True
1/8/2010 8:00:00 AM,1/8/2010 3:00:00 AM,SERC,SOUTH,DOM,DOM,11335.000,True
1/8/2010 9:00:00 AM,1/8/2010 4:00:00 AM,SERC,SOUTH,DOM,DOM,11747.000,True
1/8/2010 10:00:00 AM,1/8/2010 5:00:00 AM,SERC,SOUTH,DOM,DOM,12538.000,True
1/8/2010 11:00:00 AM,1/8/2010 6:00:00 AM,SERC,SOUTH,DOM,DOM,13766.000,True
1/8/2010 12:00:00 PM,1/8/2010 7:00:00 AM,SERC,SOUTH,DOM,DOM,14521.000,True
1/8/2010 1:00:00 PM,1/8/2010 8:00:00 AM,SERC,SOUTH,DOM,DOM,14569.000,True
1/8/2010 2:00:00 PM,1/8/2010 9:00:00 AM,SERC,SOUTH,DOM,DOM,14303.000,True
1/8/2010 3:00:00 PM,1/8/2010 10:00:00 AM,SERC,SOUTH,DOM,DOM,14175.000,True
1/8/2010 4:00:00 PM,1/8/2010 11:00:00 AM,SERC,SOUTH,DOM,DOM,14030.000,True
1/8/2010 5:00:00 PM,1/8/2010 12:00:00 PM,SERC,SOUTH,DOM,DOM,13834.000,True
1/8/2010 6:00:00 PM,1/8/2010 1:00:00 PM,SERC,SOUTH,DOM,DOM,13519.000,True
1/8/2010 7:00:00 PM,1/8/2010 2:00:00 PM,SERC,SOUTH,DOM,DOM,13257.000,True
1/8/2010 8:00:00 PM,1/8/2010 3:00:00 PM,SERC,SOUTH,DOM,DOM,13423.000,True
1/8/2010 9:00:00 PM,1/8/2010 4:00:00 PM,SERC,SOUTH,DOM,DOM,13984.000,True
1/8/2010 10:00:00 PM,1/8/2010 5:00:00 PM,SERC,SOUTH,DOM,DOM,15298.000,True
1/8/2010 11:00:00 PM,1/8/2010 6:00:00 PM,SERC,SOUTH,DOM,DOM,15628.000,True
1/9/2010 12:00:00 AM,1/8/2010 7:00:00 PM,SERC,SOUTH,DOM,DOM,15558.000,True
1/9/2010 1:00:00 AM,1/8/2010 8:00:00 PM,SERC,SOUTH,DOM,DOM,15361.000,True
1/9/2010 2:00:00 AM,1/8/2010 9:00:00 PM,SERC,SOUTH,DOM,DOM,14975.000,True
1/9/2010 3:00:00 AM,1/8/2010 10:00:00 PM,SERC,SOUTH,DOM,DOM,14436.000,True
1/9/2010 4:00:00 AM,1/8/2010 11:00:00 PM,SERC,SOUTH,DOM,DOM,13905.000,True
1/9/2010 5:00:00 AM,1/9/2010 12:00:00 AM,SERC,SOUTH,DOM,DOM,13510.000,True
1/9/2010 6:00:00 AM,1/9/2010 1:00:00 AM,SERC,SOUTH,DOM,DOM,13383.000,True
1/9/2010 7:00:00 AM,1/9/2010 2:00:00 AM,SERC,SOUTH,DOM,DOM,13325.000,True
1/9/2010 8:00:00 AM,1/9/2010 3:00:00 AM,SERC,SOUTH,DOM,DOM,13402.000,True
1/9/2010 9:00:00 AM,1/9/2010 4:00:00 AM,SERC,SOUTH,DOM,DOM,13601.000,True
1/9/2010 10:00:00 AM,1/9/2010 5:00:00 AM,SERC,SOUTH,DOM,DOM,13984.000,True
1/9/2010 11:00:00 AM,1/9/2010 6:00:00 AM,SERC,SOUTH,DOM,DOM,14550.000,True
1/9/2010 12:00:00 PM,1/9/2010 7:00:00 AM,SERC,SOUTH,DOM,DOM,15103.000,True
1/9/2010 1:00:00 PM,1/9/2010 8:00:00 AM,SERC,SOUTH,DOM,DOM,15371.000,True
1/9/2010 2:00:00 PM,1/9/2010 9:00:00 AM,SERC,SOUTH,DOM,DOM,15088.000,True
1/9/2010 3:00:00 PM,1/9/2010 10:00:00 AM,SERC,SOUTH,DOM,DOM,14637.000,True
1/9/2010 4:00:00 PM,1/9/2010 11:00:00 AM,SERC,SOUTH,DOM,DOM,14028.000,True
1/9/2010 5:00:00 PM,1/9/2010 12:00:00 PM,SERC,SOUTH,DOM,DOM,13455.000,True
1/9/2010 6:00:00 PM,1/9/2010 1:00:00 PM,SERC,SOUTH,DOM,DOM,12842.000,True
1/9/2010 7:00:00 PM,1/9/2010 2:00:00 PM,SERC,SOUTH,DOM,DOM,12447.000,True
1/9/2010 8:00:00 PM,1/9/2010 3:00:00 PM,SERC,SOUTH,DOM,DOM,12308.000,True
1/9/2010 9:00:00 PM,1/9/2010 4:00:00 PM,SERC,SOUTH,DOM,DOM,12848.000,True
1/9/2010 10:00:00 PM,1/9/2010 5:00:00 PM,SERC,SOUTH,DOM,DOM,14121.000,True
1/9/2010 11:00:00 PM,1/9/2010 6:00:00 PM,SERC,SOUTH,DOM,DOM,14531.000,True
1/10/2010 12:00:00 AM,1/9/2010 7:00:00 PM,SERC,SOUTH,DOM,DOM,14552.000,True
1/10/2010 1:00:00 AM,1/9/2010 8:00:00 PM,SERC,SOUTH,DOM,DOM,14541.000,True
1/10/2010 2:00:00 AM,1/9/2010 9:00:00 PM,SERC,SOUTH,DOM,DOM,14228.000,True
1/10/2010 3:00:00 AM,1/9/2010 10:00:00 PM,SERC,SOUTH,DOM,DOM,13834.000,True
1/10/2010 4:00:00 AM,1/9/2010 11:00:00 PM,SERC,SOUTH,DOM,DOM,13377.000,True
1/10/2010 5:00:00 AM,1/10/2010 12:00:00 AM,SERC,SOUTH,DOM,DOM,13021.000,True
1/10/2010 6:00:00 AM,1/10/2010 1:00:00 AM,SERC,SOUTH,DOM,DOM,12968.000,True
1/10/2010 7:00:00 AM,1/10/2010 2:00:00 AM,SERC,SOUTH,DOM,DOM,12991.000,True
1/10/2010 8:00:00 AM,1/10/2010 3:00:00 AM,SERC,SOUTH,DOM,DOM,13133.000,True
1/10/2010 9:00:00 AM,1/10/2010 4:00:00 AM,SERC,SOUTH,DOM,DOM,13457.000,True
1/10/2010 10:00:00 AM,1/10/2010 5:00:00 AM,SERC,SOUTH,DOM,DOM,13852.000,True
1/10/2010 11:00:00 AM,1/10/2010 6:00:00 AM,SERC,SOUTH,DOM,DOM,14428.000,True
1/10/2010 12:00:00 PM,1/10/2010 7:00:00 AM,SERC,SOUTH,DOM,DOM,14987.000,True
1/10/2010 1:00:00 PM,1/10/2010 8:00:00 AM,SERC,SOUTH,DOM,DOM,15313.000,True
1/10/2010 2:00:00 PM,1/10/2010 9:00:00 AM,SERC,SOUTH,DOM,DOM,15035.000,True
1/10/2010 3:00:00 PM,1/10/2010 10:00:00 AM,SERC,SOUTH,DOM,DOM,14556.000,True
1/10/2010 4:00:00 PM,1/10/2010 11:00:00 AM,SERC,SOUTH,DOM,DOM,14022.000,True
1/10/2010 5:00:00 PM,1/10/2010 12:00:00 PM,SERC,SOUTH,DOM,DOM,13563.000,True
1/10/2010 6:00:00 PM,1/10/2010 1:00:00 PM,SERC,SOUTH,DOM,DOM,13152.000,True
1/10/2010 7:00:00 PM,1/10/2010 2:00:00 PM,SERC,SOUTH,DOM,DOM,12842.000,True
1/10/2010 8:00:00 PM,1/10/2010 3:00:00 PM,SERC,SOUTH,DOM,DOM,12791.000,True
1/10/2010 9:00:00 PM,1/10/2010 4:00:00 PM,SERC,SOUTH,DOM,DOM,13365.000,True
1/10/2010 10:00:00 PM,1/10/2010 5:00:00 PM,SERC,SOUTH,DOM,DOM,14725.000,True
1/10/2010 11:00:00 PM,1/10/2010 6:00:00 PM,SERC,SOUTH,DOM,DOM,15288.000,True
1/11/2010 12:00:00 AM,1/10/2010 7:00:00 PM,SERC,SOUTH,DOM,DOM,15390.000,True
1/11/2010 1:00:00 AM,1/10/2010 8:00:00 PM,SERC,SOUTH,DOM,DOM,15471.000,True
1/11/2010 2:00:00 AM,1/10/2010 9:00:00 PM,SERC,SOUTH,DOM,DOM,15038.000,True
1/11/2010 3:00:00 AM,1/10/2010 10:00:00 PM,SERC,SOUTH,DOM,DOM,14420.000,True
1/11/2010 4:00:00 AM,1/10/2010 11:00:00 PM,SERC,SOUTH,DOM,DOM,13876.000,True
1/11/2010 5:00:00 AM,1/11/2010 12:00:00 AM,SERC,SOUTH,DOM,DOM,13560.000,True
1/11/2010 6:00:00 AM,1/11/2010 1:00:00 AM,SERC,SOUTH,DOM,DOM,13595.000,True
1/11/2010 7:00:00 AM,1/11/2010 2:00:00 AM,SERC,SOUTH,DOM,DOM,13808.000,True
