datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2016 5:00:00 AM,1/1/2016 12:00:00 AM,SERC,SOUTH,DOM,DOM,8549.125,True
1/1/2016 6:00:00 AM,1/1/2016 1:00:00 AM,SERC,SOUTH,DOM,DOM,8338.315,True
1/1/2016 7:00:00 AM,1/1/2016 2:00:00 AM,SERC,SOUTH,DOM,DOM,8175.035,True
1/1/2016 8:00:00 AM,1/1/2016 3:00:00 AM,SERC,SOUTH,DOM,DOM,8161.195,True
1/1/2016 9:00:00 AM,1/1/2016 4:00:00 AM,SERC,SOUTH,DOM,DOM,8297.978,True
1/1/2016 10:00:00 AM,1/1/2016 5:00:00 AM,SERC,SOUTH,DOM,DOM,8576.767,True
1/1/2016 11:00:00 AM,1/1/2016 6:00:00 AM,SERC,SOUTH,DOM,DOM,8925.183,True
1/1/2016 12:00:00 PM,1/1/2016 7:00:00 AM,SERC,SOUTH,DOM,DOM,9220.172,True
1/1/2016 1:00:00 PM,1/1/2016 8:00:00 AM,SERC,SOUTH,DOM,DOM,9561.466,True
1/1/2016 2:00:00 PM,1/1/2016 9:00:00 AM,SERC,SOUTH,DOM,DOM,9860.368,True
1/1/2016 3:00:00 PM,1/1/2016 10:00:00 AM,SERC,SOUTH,DOM,DOM,10135.577,True
1/1/2016 4:00:00 PM,1/1/2016 11:00:00 AM,SERC,SOUTH,DOM,DOM,10153.227,True
1/1/2016 5:00:00 PM,1/1/2016 12:00:00 PM,SERC,SOUTH,DOM,DOM,10122.167,True
1/1/2016 6:00:00 PM,1/1/2016 1:00:00 PM,SERC,SOUTH,DOM,DOM,10053.449,True
1/1/2016 7:00:00 PM,1/1/2016 2:00:00 PM,SERC,SOUTH,DOM,DOM,10010.244,True
1/1/2016 8:00:00 PM,1/1/2016 3:00:00 PM,SERC,SOUTH,DOM,DOM,10095.250,True
1/1/2016 9:00:00 PM,1/1/2016 4:00:00 PM,SERC,SOUTH,DOM,DOM,10460.397,True
1/1/2016 10:00:00 PM,1/1/2016 5:00:00 PM,SERC,SOUTH,DOM,DOM,11347.843,True
1/1/2016 11:00:00 PM,1/1/2016 6:00:00 PM,SERC,SOUTH,DOM,DOM,11414.433,True
1/2/2016 12:00:00 AM,1/1/2016 7:00:00 PM,SERC,SOUTH,DOM,DOM,11297.391,True
1/2/2016 1:00:00 AM,1/1/2016 8:00:00 PM,SERC,SOUTH,DOM,DOM,11227.325,True
1/2/2016 2:00:00 AM,1/1/2016 9:00:00 PM,SERC,SOUTH,DOM,DOM,11024.507,True
1/2/2016 3:00:00 AM,1/1/2016 10:00:00 PM,SERC,SOUTH,DOM,DOM,10704.934,True
1/2/2016 4:00:00 AM,1/1/2016 11:00:00 PM,SERC,SOUTH,DOM,DOM,10369.026,True
1/2/2016 5:00:00 AM,1/2/2016 12:00:00 AM,SERC,SOUTH,DOM,DOM,10052.335,True
1/2/2016 6:00:00 AM,1/2/2016 1:00:00 AM,SERC,SOUTH,DOM,DOM,9961.436,True
1/2/2016 7:00:00 AM,1/2/2016 2:00:00 AM,SERC,SOUTH,DOM,DOM,9880.421,True
1/2/2016 8:00:00 AM,1/2/2016 3:00:00 AM,SERC,SOUTH,DOM,DOM,10095.150,True
1/2/2016 9:00:00 AM,1/2/2016 4:00:00 AM,SERC,SOUTH,DOM,DOM,10360.434,True
1/2/2016 10:00:00 AM,1/2/2016 5:00:00 AM,SERC,SOUTH,DOM,DOM,10803.265,True
1/2/2016 11:00:00 AM,1/2/2016 6:00:00 AM,SERC,SOUTH,DOM,DOM,11317.268,True
1/2/2016 12:00:00 PM,1/2/2016 7:00:00 AM,SERC,SOUTH,DOM,DOM,11796.305,True
1/2/2016 1:00:00 PM,1/2/2016 8:00:00 AM,SERC,SOUTH,DOM,DOM,11943.109,True
