datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2015 5:00:00 AM,1/1/2015 12:00:00 AM,SERC,SOUTH,DOM,DOM,12571.309,True
1/1/2015 6:00:00 AM,1/1/2015 1:00:00 AM,SERC,SOUTH,DOM,DOM,12449.182,True
1/1/2015 7:00:00 AM,1/1/2015 2:00:00 AM,SERC,SOUTH,DOM,DOM,12295.476,True
1/1/2015 8:00:00 AM,1/1/2015 3:00:00 AM,SERC,SOUTH,DOM,DOM,12354.318,True
1/1/2015 9:00:00 AM,1/1/2015 4:00:00 AM,SERC,SOUTH,DOM,DOM,12542.606,True
1/1/2015 10:00:00 AM,1/1/2015 5:00:00 AM,SERC,SOUTH,DOM,DOM,12868.439,True
1/1/2015 11:00:00 AM,1/1/2015 6:00:00 AM,SERC,SOUTH,DOM,DOM,13225.308,True
1/1/2015 12:00:00 PM,1/1/2015 7:00:00 AM,SERC,SOUTH,DOM,DOM,13338.407,True
1/1/2015 1:00:00 PM,1/1/2015 8:00:00 AM,SERC,SOUTH,DOM,DOM,13139.429,True
1/1/2015 2:00:00 PM,1/1/2015 9:00:00 AM,SERC,SOUTH,DOM,DOM,12683.347,True
1/1/2015 3:00:00 PM,1/1/2015 10:00:00 AM,SERC,SOUTH,DOM,DOM,12217.613,True
1/1/2015 4:00:00 PM,1/1/2015 11:00:00 AM,SERC,SOUTH,DOM,DOM,11780.330,True
1/1/2015 5:00:00 PM,1/1/2015 12:00:00 PM,SERC,SOUTH,DOM,DOM,11396.576,True
1/1/2015 6:00:00 PM,1/1/2015 1:00:00 PM,SERC,SOUTH,DOM,DOM,10922.531,True
1/1/2015 7:00:00 PM,1/1/2015 2:00:00 PM,SERC,SOUTH,DOM,DOM,10710.434,True
1/1/2015 8:00:00 PM,1/1/2015 3:00:00 PM,SERC,SOUTH,DOM,DOM,10703.879,True
1/1/2015 9:00:00 PM,1/1/2015 4:00:00 PM,SERC,SOUTH,DOM,DOM,11138.536,True
1/1/2015 10:00:00 PM,1/1/2015 5:00:00 PM,SERC,SOUTH,DOM,DOM,12378.294,True
1/1/2015 11:00:00 PM,1/1/2015 6:00:00 PM,SERC,SOUTH,DOM,DOM,12594.156,True
1/2/2015 12:00:00 AM,1/1/2015 7:00:00 PM,SERC,SOUTH,DOM,DOM,12509.209,True
1/2/2015 1:00:00 AM,1/1/2015 8:00:00 PM,SERC,SOUTH,DOM,DOM,12318.473,True
1/2/2015 2:00:00 AM,1/1/2015 9:00:00 PM,SERC,SOUTH,DOM,DOM,11959.304,True
1/2/2015 3:00:00 AM,1/1/2015 10:00:00 PM,SERC,SOUTH,DOM,DOM,11414.269,True
1/2/2015 4:00:00 AM,1/1/2015 11:00:00 PM,SERC,SOUTH,DOM,DOM,10810.596,True
1/2/2015 5:00:00 AM,1/2/2015 12:00:00 AM,SERC,SOUTH,DOM,DOM,10351.569,True
1/2/2015 6:00:00 AM,1/2/2015 1:00:00 AM,SERC,SOUTH,DOM,DOM,10056.496,True
1/2/2015 7:00:00 AM,1/2/2015 2:00:00 AM,SERC,SOUTH,DOM,DOM,9992.108,True
1/2/2015 8:00:00 AM,1/2/2015 3:00:00 AM,SERC,SOUTH,DOM,DOM,10023.023,True
1/2/2015 9:00:00 AM,1/2/2015 4:00:00 AM,SERC,SOUTH,DOM,DOM,10307.645,True
1/2/2015 10:00:00 AM,1/2/2015 5:00:00 AM,SERC,SOUTH,DOM,DOM,10921.037,True
1/2/2015 11:00:00 AM,1/2/2015 6:00:00 AM,SERC,SOUTH,DOM,DOM,11626.327,True
1/2/2015 12:00:00 PM,1/2/2015 7:00:00 AM,SERC,SOUTH,DOM,DOM,12110.360,True
1/2/2015 1:00:00 PM,1/2/2015 8:00:00 AM,SERC,SOUTH,DOM,DOM,12329.305,True
1/2/2015 2:00:00 PM,1/2/2015 9:00:00 AM,SERC,SOUTH,DOM,DOM,12240.689,True
1/2/2015 3:00:00 PM,1/2/2015 10:00:00 AM,SERC,SOUTH,DOM,DOM,11841.918,True
1/2/2015 4:00:00 PM,1/2/2015 11:00:00 AM,SERC,SOUTH,DOM,DOM,11411.974,True
1/2/2015 5:00:00 PM,1/2/2015 12:00:00 PM,SERC,SOUTH,DOM,DOM,11167.096,True
1/2/2015 6:00:00 PM,1/2/2015 1:00:00 PM,SERC,SOUTH,DOM,DOM,11025.200,True
1/2/2015 7:00:00 PM,1/2/2015 2:00:00 PM,SERC,SOUTH,DOM,DOM,10875.024,True
1/2/2015 8:00:00 PM,1/2/2015 3:00:00 PM,SERC,SOUTH,DOM,DOM,10971.962,True
1/2/2015 9:00:00 PM,1/2/2015 4:00:00 PM,SERC,SOUTH,DOM,DOM,11307.340,True
1/2/2015 10:00:00 PM,1/2/2015 5:00:00 PM,SERC,SOUTH,DOM,DOM,12217.371,True
1/2/2015 11:00:00 PM,1/2/2015 6:00:00 PM,SERC,SOUTH,DOM,DOM,12179.310,True
1/3/2015 12:00:00 AM,1/2/2015 7:00:00 PM,SERC,SOUTH,DOM,DOM,12017.730,True
1/3/2015 1:00:00 AM,1/2/2015 8:00:00 PM,SERC,SOUTH,DOM,DOM,11823.208,True
1/3/2015 2:00:00 AM,1/2/2015 9:00:00 PM,SERC,SOUTH,DOM,DOM,11455.228,True
1/3/2015 3:00:00 AM,1/2/2015 10:00:00 PM,SERC,SOUTH,DOM,DOM,11007.118,True
1/3/2015 4:00:00 AM,1/2/2015 11:00:00 PM,SERC,SOUTH,DOM,DOM,10489.560,True
1/3/2015 5:00:00 AM,1/3/2015 12:00:00 AM,SERC,SOUTH,DOM,DOM,10142.036,True
1/3/2015 6:00:00 AM,1/3/2015 1:00:00 AM,SERC,SOUTH,DOM,DOM,9863.416,True
1/3/2015 7:00:00 AM,1/3/2015 2:00:00 AM,SERC,SOUTH,DOM,DOM,9686.832,True
1/3/2015 8:00:00 AM,1/3/2015 3:00:00 AM,SERC,SOUTH,DOM,DOM,9579.663,True
1/3/2015 9:00:00 AM,1/3/2015 4:00:00 AM,SERC,SOUTH,DOM,DOM,9628.540,True
1/3/2015 10:00:00 AM,1/3/2015 5:00:00 AM,SERC,SOUTH,DOM,DOM,9900.403,True
1/3/2015 11:00:00 AM,1/3/2015 6:00:00 AM,SERC,SOUTH,DOM,DOM,10329.559,True
1/3/2015 12:00:00 PM,1/3/2015 7:00:00 AM,SERC,SOUTH,DOM,DOM,10772.705,True
1/3/2015 1:00:00 PM,1/3/2015 8:00:00 AM,SERC,SOUTH,DOM,DOM,11186.250,True
1/3/2015 2:00:00 PM,1/3/2015 9:00:00 AM,SERC,SOUTH,DOM,DOM,11632.105,True
1/3/2015 3:00:00 PM,1/3/2015 10:00:00 AM,SERC,SOUTH,DOM,DOM,11853.466,True
1/3/2015 4:00:00 PM,1/3/2015 11:00:00 AM,SERC,SOUTH,DOM,DOM,11877.313,True
1/3/2015 5:00:00 PM,1/3/2015 12:00:00 PM,SERC,SOUTH,DOM,DOM,11747.148,True
1/3/2015 6:00:00 PM,1/3/2015 1:00:00 PM,SERC,SOUTH,DOM,DOM,11484.722,True
1/3/2015 7:00:00 PM,1/3/2015 2:00:00 PM,SERC,SOUTH,DOM,DOM,11293.684,True
1/3/2015 8:00:00 PM,1/3/2015 3:00:00 PM,SERC,SOUTH,DOM,DOM,11233.148,True
1/3/2015 9:00:00 PM,1/3/2015 4:00:00 PM,SERC,SOUTH,DOM,DOM,11504.706,True
1/3/2015 10:00:00 PM,1/3/2015 5:00:00 PM,SERC,SOUTH,DOM,DOM,12082.733,True
1/3/2015 11:00:00 PM,1/3/2015 6:00:00 PM,SERC,SOUTH,DOM,DOM,12031.289,True
1/4/2015 12:00:00 AM,1/3/2015 7:00:00 PM,SERC,SOUTH,DOM,DOM,11764.357,True
1/4/2015 1:00:00 AM,1/3/2015 8:00:00 PM,SERC,SOUTH,DOM,DOM,11512.680,True
1/4/2015 2:00:00 AM,1/3/2015 9:00:00 PM,SERC,SOUTH,DOM,DOM,11078.282,True
1/4/2015 3:00:00 AM,1/3/2015 10:00:00 PM,SERC,SOUTH,DOM,DOM,10514.971,True
1/4/2015 4:00:00 AM,1/3/2015 11:00:00 PM,SERC,SOUTH,DOM,DOM,9936.552,True
1/4/2015 5:00:00 AM,1/4/2015 12:00:00 AM,SERC,SOUTH,DOM,DOM,9407.518,True
1/4/2015 6:00:00 AM,1/4/2015 1:00:00 AM,SERC,SOUTH,DOM,DOM,9043.995,True
1/4/2015 7:00:00 AM,1/4/2015 2:00:00 AM,SERC,SOUTH,DOM,DOM,8822.510,True
1/4/2015 8:00:00 AM,1/4/2015 3:00:00 AM,SERC,SOUTH,DOM,DOM,8708.677,True
1/4/2015 9:00:00 AM,1/4/2015 4:00:00 AM,SERC,SOUTH,DOM,DOM,8713.866,True
1/4/2015 10:00:00 AM,1/4/2015 5:00:00 AM,SERC,SOUTH,DOM,DOM,8838.601,True
1/4/2015 11:00:00 AM,1/4/2015 6:00:00 AM,SERC,SOUTH,DOM,DOM,9064.148,True
1/4/2015 12:00:00 PM,1/4/2015 7:00:00 AM,SERC,SOUTH,DOM,DOM,9328.735,True
1/4/2015 1:00:00 PM,1/4/2015 8:00:00 AM,SERC,SOUTH,DOM,DOM,9661.016,True
1/4/2015 2:00:00 PM,1/4/2015 9:00:00 AM,SERC,SOUTH,DOM,DOM,9832.671,True
1/4/2015 3:00:00 PM,1/4/2015 10:00:00 AM,SERC,SOUTH,DOM,DOM,9878.625,True
1/4/2015 4:00:00 PM,1/4/2015 11:00:00 AM,SERC,SOUTH,DOM,DOM,9761.482,True
1/4/2015 5:00:00 PM,1/4/2015 12:00:00 PM,SERC,SOUTH,DOM,DOM,9729.278,True
1/4/2015 6:00:00 PM,1/4/2015 1:00:00 PM,SERC,SOUTH,DOM,DOM,9660.997,True
1/4/2015 7:00:00 PM,1/4/2015 2:00:00 PM,SERC,SOUTH,DOM,DOM,9491.098,True
1/4/2015 8:00:00 PM,1/4/2015 3:00:00 PM,SERC,SOUTH,DOM,DOM,9550.518,True
1/4/2015 9:00:00 PM,1/4/2015 4:00:00 PM,SERC,SOUTH,DOM,DOM,9826.569,True
1/4/2015 10:00:00 PM,1/4/2015 5:00:00 PM,SERC,SOUTH,DOM,DOM,10606.300,True
1/4/2015 11:00:00 PM,1/4/2015 6:00:00 PM,SERC,SOUTH,DOM,DOM,10727.617,True
1/5/2015 12:00:00 AM,1/4/2015 7:00:00 PM,SERC,SOUTH,DOM,DOM,10456.765,True
1/5/2015 1:00:00 AM,1/4/2015 8:00:00 PM,SERC,SOUTH,DOM,DOM,10246.679,True
1/5/2015 2:00:00 AM,1/4/2015 9:00:00 PM,SERC,SOUTH,DOM,DOM,9684.628,True
1/5/2015 3:00:00 AM,1/4/2015 10:00:00 PM,SERC,SOUTH,DOM,DOM,9053.148,True
1/5/2015 4:00:00 AM,1/4/2015 11:00:00 PM,SERC,SOUTH,DOM,DOM,8430.112,True
1/5/2015 5:00:00 AM,1/5/2015 12:00:00 AM,SERC,SOUTH,DOM,DOM,8048.796,True
1/5/2015 6:00:00 AM,1/5/2015 1:00:00 AM,SERC,SOUTH,DOM,DOM,7915.285,True
1/5/2015 7:00:00 AM,1/5/2015 2:00:00 AM,SERC,SOUTH,DOM,DOM,7947.348,True
1/5/2015 8:00:00 AM,1/5/2015 3:00:00 AM,SERC,SOUTH,DOM,DOM,8160.526,True
1/5/2015 9:00:00 AM,1/5/2015 4:00:00 AM,SERC,SOUTH,DOM,DOM,8669.390,True
1/5/2015 10:00:00 AM,1/5/2015 5:00:00 AM,SERC,SOUTH,DOM,DOM,9785.294,True
1/5/2015 11:00:00 AM,1/5/2015 6:00:00 AM,SERC,SOUTH,DOM,DOM,11239.148,True
1/5/2015 12:00:00 PM,1/5/2015 7:00:00 AM,SERC,SOUTH,DOM,DOM,11990.511,True
1/5/2015 1:00:00 PM,1/5/2015 8:00:00 AM,SERC,SOUTH,DOM,DOM,11795.029,True
