datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2012 5:00:00 AM,1/1/2012 12:00:00 AM,SERC,SOUTH,DOM,DOM,9010.000,True
1/1/2012 6:00:00 AM,1/1/2012 1:00:00 AM,SERC,SOUTH,DOM,DOM,8930.000,True
1/1/2012 7:00:00 AM,1/1/2012 2:00:00 AM,SERC,SOUTH,DOM,DOM,8849.000,True
1/1/2012 8:00:00 AM,1/1/2012 3:00:00 AM,SERC,SOUTH,DOM,DOM,8950.000,True
1/1/2012 9:00:00 AM,1/1/2012 4:00:00 AM,SERC,SOUTH,DOM,DOM,9111.000,True
1/1/2012 10:00:00 AM,1/1/2012 5:00:00 AM,SERC,SOUTH,DOM,DOM,9487.000,True
1/1/2012 11:00:00 AM,1/1/2012 6:00:00 AM,SERC,SOUTH,DOM,DOM,9970.000,True
1/1/2012 12:00:00 PM,1/1/2012 7:00:00 AM,SERC,SOUTH,DOM,DOM,10299.000,True
1/1/2012 1:00:00 PM,1/1/2012 8:00:00 AM,SERC,SOUTH,DOM,DOM,10461.000,True
1/1/2012 2:00:00 PM,1/1/2012 9:00:00 AM,SERC,SOUTH,DOM,DOM,10098.000,True
1/1/2012 3:00:00 PM,1/1/2012 10:00:00 AM,SERC,SOUTH,DOM,DOM,9608.000,True
1/1/2012 4:00:00 PM,1/1/2012 11:00:00 AM,SERC,SOUTH,DOM,DOM,9302.000,True
1/1/2012 5:00:00 PM,1/1/2012 12:00:00 PM,SERC,SOUTH,DOM,DOM,9131.000,True
1/1/2012 6:00:00 PM,1/1/2012 1:00:00 PM,SERC,SOUTH,DOM,DOM,8975.000,True
1/1/2012 7:00:00 PM,1/1/2012 2:00:00 PM,SERC,SOUTH,DOM,DOM,8880.000,True
1/1/2012 8:00:00 PM,1/1/2012 3:00:00 PM,SERC,SOUTH,DOM,DOM,8837.000,True
1/1/2012 9:00:00 PM,1/1/2012 4:00:00 PM,SERC,SOUTH,DOM,DOM,9325.000,True
1/1/2012 10:00:00 PM,1/1/2012 5:00:00 PM,SERC,SOUTH,DOM,DOM,10193.000,True
1/1/2012 11:00:00 PM,1/1/2012 6:00:00 PM,SERC,SOUTH,DOM,DOM,10274.000,True
1/2/2012 12:00:00 AM,1/1/2012 7:00:00 PM,SERC,SOUTH,DOM,DOM,10087.000,True
1/2/2012 1:00:00 AM,1/1/2012 8:00:00 PM,SERC,SOUTH,DOM,DOM,9867.000,True
1/2/2012 2:00:00 AM,1/1/2012 9:00:00 PM,SERC,SOUTH,DOM,DOM,9484.000,True
1/2/2012 3:00:00 AM,1/1/2012 10:00:00 PM,SERC,SOUTH,DOM,DOM,9053.000,True
1/2/2012 4:00:00 AM,1/1/2012 11:00:00 PM,SERC,SOUTH,DOM,DOM,8530.000,True
1/2/2012 5:00:00 AM,1/2/2012 12:00:00 AM,SERC,SOUTH,DOM,DOM,8178.000,True
1/2/2012 6:00:00 AM,1/2/2012 1:00:00 AM,SERC,SOUTH,DOM,DOM,7980.000,True
1/2/2012 7:00:00 AM,1/2/2012 2:00:00 AM,SERC,SOUTH,DOM,DOM,7996.000,True
1/2/2012 8:00:00 AM,1/2/2012 3:00:00 AM,SERC,SOUTH,DOM,DOM,8256.000,True
1/2/2012 9:00:00 AM,1/2/2012 4:00:00 AM,SERC,SOUTH,DOM,DOM,8636.000,True
1/2/2012 10:00:00 AM,1/2/2012 5:00:00 AM,SERC,SOUTH,DOM,DOM,9298.000,True
1/2/2012 11:00:00 AM,1/2/2012 6:00:00 AM,SERC,SOUTH,DOM,DOM,10095.000,True
